firstName,lastName,district,nextReelection,leadershipTitle,party,dateOfBirth,cspanid,sex,govtrackLink,twitterID,youtubeID,lastElected,districtState,website,phone,senatorRank,house,description,govtrackID,education
Charles,Boustany,3,2015-01-03 00:00,,REP,1956-02-21 00:00,1013047,M,https://www.govtrack.us/congress/members/charles_boustany/400636,RepBoustany,boustanyla07,2013-01-03 00:00,LA,http://boustany.house.gov,202-225-2031,,HS,Representative from LA,400636,
Daniel,Lipinski,3,2015-01-03 00:00,,DEM,1966-07-15 00:00,1013046,M,https://www.govtrack.us/congress/members/daniel_lipinski/400630,RepLipinski,lipinski03,2013-01-03 00:00,IL,http://www.lipinski.house.gov,202-225-5701,,HS,Representative from IL,400630,
John,Barrow,12,2015-01-03 00:00,,DEM,1955-10-31 00:00,1012025,M,https://www.govtrack.us/congress/members/john_barrow/400628,RepJohnBarrow,RepJohnBarrow,2013-01-03 00:00,GA,http://barrow.house.gov,202-225-2823,,HS,Representative from GA,400628,
Lynn,Westmoreland,3,2015-01-03 00:00,,REP,1950-04-02 00:00,1013045,M,https://www.govtrack.us/congress/members/lynn_westmoreland/400627,RepWestmoreland,RepLynnWestmoreland,2013-01-03 00:00,GA,http://westmoreland.house.gov,202-225-5901,,HS,Representative from GA,400627,
Tom,Price,6,2015-01-03 00:00,,REP,1954-10-08 00:00,1013044,M,https://www.govtrack.us/congress/members/tom_price/400626,RepTomPrice,RepTomPrice,2013-01-03 00:00,GA,http://tomprice.house.gov,202-225-4501,,HS,Representative from GA,400626,
Debbie,Wasserman Schultz,23,2015-01-03 00:00,,DEM,1966-09-27 00:00,86882,F,https://www.govtrack.us/congress/members/debbie_wasserman_schultz/400623,RepDWStweets,RepWassermanSchultz,2013-01-03 00:00,FL,http://wassermanschultz.house.gov,202-225-7931,,HS,Representative from FL,400623,"B.A., University of Florida, Gainesville, Fla., 1988"
Jim,Costa,16,2015-01-03 00:00,,DEM,1952-04-13 00:00,19599,M,https://www.govtrack.us/congress/members/jim_costa/400618,RepJimCosta,RepJimCostaCA20,2013-01-03 00:00,CA,http://costa.house.gov,202-225-3341,,HS,Representative from CA,400618,
George,Butterfield,1,2015-01-03 00:00,,DEM,1947-04-27 00:00,1013540,M,https://www.govtrack.us/congress/members/george_butterfield/400616,GKButterfield,GKBNC01,2013-01-03 00:00,NC,http://butterfield.house.gov,202-225-3101,,HS,Representative from NC,400616,"B.A., North Carolina Central University, Durham, N.C., 1971
J.D., North Carolina Central University School of Law, 1974"
Matt,Salmon,5,2015-01-03 00:00,,REP,1958-01-21 00:00,37033,M,https://www.govtrack.us/congress/members/matt_salmon/400606,RepMattSalmon,repmattsalmon,2013-01-03 00:00,AZ,http://salmon.house.gov,202-225-2635,,HS,Representative from AZ,400606,"B.A., Arizona State University, Tempe, Ariz., 1981
M.P.A., Brigham Young University, Provo, Utah, 1986"
Debbie,Stabenow,,2019-01-03 00:00,,DEM,1950-04-29 00:00,45451,F,https://www.govtrack.us/congress/members/debbie_stabenow/300093,StabenowPress,senatorstabenow,2013-01-03 00:00,MI,http://www.stabenow.senate.gov,202-224-4822,junior,SN,Junior senator from MI,300093,"B.A., Michigan State University, East Lansing 1972
M.S.W. magna cum laude, Michigan State University, 1975"
Bill,Nelson,,2019-01-03 00:00,,DEM,1942-09-29 00:00,1931,M,https://www.govtrack.us/congress/members/bill_nelson/300078,SenBillNelson,senbillnelson,2013-01-03 00:00,FL,http://www.billnelson.senate.gov,202-224-5274,senior,SN,Senior senator from FL,300078,
Orrin,Hatch,,2019-01-03 00:00,,REP,1934-03-22 00:00,189,M,https://www.govtrack.us/congress/members/orrin_hatch/300052,SenOrrinHatch,SenatorOrrinHatch,2013-01-03 00:00,UT,http://www.hatch.senate.gov,202-224-5251,senior,SN,Senior senator from UT,300052,
Dianne,Feinstein,,2019-01-03 00:00,,DEM,1933-06-22 00:00,13061,F,https://www.govtrack.us/congress/members/dianne_feinstein/300043,SenFeinstein,SenatorFeinstein,2013-01-03 00:00,CA,http://www.feinstein.senate.gov,202-224-3841,senior,SN,Senior senator from CA,300043,
Thomas,Carper,,2019-01-03 00:00,,DEM,1947-01-23 00:00,663,M,https://www.govtrack.us/congress/members/thomas_carper/300019,SenatorCarper,senatorcarper,2013-01-03 00:00,DE,http://www.carper.senate.gov,202-224-2441,senior,SN,Senior senator from DE,300019,
Maria,Cantwell,,2019-01-03 00:00,,DEM,1958-10-13 00:00,26137,F,https://www.govtrack.us/congress/members/maria_cantwell/300018,CantwellPress,SenatorCantwell,2013-01-03 00:00,WA,http://www.cantwell.senate.gov,202-224-3441,junior,SN,Junior senator from WA,300018,
Randy,Neugebauer,19,2015-01-03 00:00,,REP,1949-12-24 00:00,1010920,M,https://www.govtrack.us/congress/members/randy_neugebauer/400441,RandyNeugebauer,RandyNeugebauer,2013-01-03 00:00,TX,http://randy.house.gov,202-225-4005,,HS,Representative from TX,400441,
Don,Young,,2015-01-03 00:00,,REP,1933-06-09 00:00,1897,M,https://www.govtrack.us/congress/members/don_young/400440,RepDonYoung,RepDonYoung,2013-01-03 00:00,AK,http://donyoung.house.gov,202-225-5765,,HS,Representative from AK,400440,"A.A., Yuba Junior College, Marysville, Calif., 1952"
Frank,Wolf,10,2015-01-03 00:00,,REP,1939-01-30 00:00,7508,M,https://www.govtrack.us/congress/members/frank_wolf/400435,RepWOLFPress,repfrankwolf,2013-01-03 00:00,VA,http://wolf.house.gov,202-225-5136,,HS,Representative from VA,400435,
Joe,Wilson,2,2015-01-03 00:00,,REP,1947-07-31 00:00,1002567,M,https://www.govtrack.us/congress/members/joe_wilson/400433,0,RepJoeWilson,2013-01-03 00:00,SC,http://joewilson.house.gov,202-225-2452,,HS,Representative from SC,400433,"B.A., Washington and Lee University, Lexington, Va., 1969
J.D., University of South Carolina, 1972"
Ed,Whitfield,1,2015-01-03 00:00,,REP,1943-05-25 00:00,36978,M,https://www.govtrack.us/congress/members/ed_whitfield/400431,RepEdWhitfield,WhitfieldKY01,2013-01-03 00:00,KY,http://whitfield.house.gov,202-225-3115,,HS,Representative from KY,400431,
Henry,Waxman,33,2015-01-03 00:00,,DEM,1939-09-12 00:00,8319,M,https://www.govtrack.us/congress/members/henry_waxman/400425,WaxmanClimate,RepHenryWaxman,2013-01-03 00:00,CA,http://waxman.house.gov,202-225-3976,,HS,Representative from CA,400425,
Maxine,Waters,43,2015-01-03 00:00,,DEM,1938-08-15 00:00,1953,F,https://www.govtrack.us/congress/members/maxine_waters/400422,MaxineWaters,MaxineWaters,2013-01-03 00:00,CA,http://waters.house.gov,202-225-2201,,HS,Representative from CA,400422,"B.A., California State University, Los Angeles, Calif., 1970"
Greg,Walden,2,2015-01-03 00:00,,REP,1957-01-10 00:00,57892,M,https://www.govtrack.us/congress/members/greg_walden/400419,RepGregWalden,RepGregWalden,2013-01-03 00:00,OR,http://walden.house.gov,202-225-6730,,HS,Representative from OR,400419,"B.S., University of Oregon, Eugene, Ore., 1981"
Peter,Visclosky,1,2015-01-03 00:00,,DEM,1949-08-13 00:00,6785,M,https://www.govtrack.us/congress/members/peter_visclosky/400417,RepVisclosky,PeteVisclosky1,2013-01-03 00:00,IN,http://visclosky.house.gov,202-225-2461,,HS,Representative from IN,400417,"B.S., Indiana University Northwest, Gary, Ind., 1970
J.D., University of Notre Dame School of Law, Notre Dame, Ind., 1973"
Nydia,Velázquez,7,2015-01-03 00:00,,DEM,1953-03-28 00:00,26160,F,https://www.govtrack.us/congress/members/nydia_velazquez/400416,NydiaVelazquez,nydiavelazquez,2013-01-03 00:00,NY,http://www.house.gov/velazquez,202-225-2361,,HS,Representative from NY,400416,"B.A., University of Puerto Rico, Rio Piedras, 1974
M.A., New York University, New York, N.Y., 1976"
Chris,Van Hollen,8,2015-01-03 00:00,,DEM,1959-01-10 00:00,20756,M,https://www.govtrack.us/congress/members/chris_van_hollen/400415,ChrisVanHollen,RepChrisVanHollen,2013-01-03 00:00,MD,http://vanhollen.house.gov,202-225-5341,,HS,Representative from MD,400415,
Fred,Upton,6,2015-01-03 00:00,,REP,1953-04-23 00:00,12127,M,https://www.govtrack.us/congress/members/fred_upton/400414,RepFredUpton,RepFredUpton,2013-01-03 00:00,MI,http://upton.house.gov,202-225-3761,,HS,Representative from MI,400414,
Michael,Turner,10,2015-01-03 00:00,,REP,1960-01-11 00:00,1003607,M,https://www.govtrack.us/congress/members/michael_turner/400411,RepMikeTurner,CongressmanTurner,2013-01-03 00:00,OH,http://turner.house.gov,202-225-6465,,HS,Representative from OH,400411,
John,Tierney,6,2015-01-03 00:00,,DEM,1951-09-18 00:00,37546,M,https://www.govtrack.us/congress/members/john_tierney/400407,RepTierney,CongressmanTierney,2013-01-03 00:00,MA,http://tierney.house.gov,202-225-8020,,HS,Representative from MA,400407,
Patrick,Tiberi,12,2015-01-03 00:00,,REP,1962-10-21 00:00,88155,M,https://www.govtrack.us/congress/members/patrick_tiberi/400406,TiberiPress,PatTiberi,2013-01-03 00:00,OH,http://tiberi.house.gov,202-225-5355,,HS,Representative from OH,400406,
Mac,Thornberry,13,2015-01-03 00:00,,REP,1958-07-15 00:00,36814,M,https://www.govtrack.us/congress/members/mac_thornberry/400404,MacTXPress,RepMacThornberry,2013-01-03 00:00,TX,http://thornberry.house.gov,202-225-3706,,HS,Representative from TX,400404,
Bennie,Thompson,2,2015-01-03 00:00,,DEM,1948-01-28 00:00,7304,M,https://www.govtrack.us/congress/members/bennie_thompson/400402,BennieGThompson,RepBennieThompson,2013-01-03 00:00,MS,http://benniethompson.house.gov,202-225-5876,,HS,Representative from MS,400402,"B.A., Tougaloo College, Tougaloo, Miss., 1968
M.S., Jackson State University, Jackson, Miss., 1972"
Mike,Thompson,5,2015-01-03 00:00,,DEM,1951-01-24 00:00,57872,M,https://www.govtrack.us/congress/members/mike_thompson/400403,RepThompson,CongressmanMThompson,2013-01-03 00:00,CA,http://mikethompson.house.gov,202-225-3311,,HS,Representative from CA,400403,
Lee,Terry,2,2015-01-03 00:00,,REP,1962-01-29 00:00,57891,M,https://www.govtrack.us/congress/members/lee_terry/400400,LEETERRYNE,NebraskaTerry,2013-01-03 00:00,NE,http://leeterry.house.gov,202-225-4155,,HS,Representative from NE,400400,
Adam,Smith,9,2015-01-03 00:00,,DEM,1965-06-15 00:00,44329,M,https://www.govtrack.us/congress/members/adam_smith/400379,RepAdamSmith,CongressmanAdamSmith,2013-01-03 00:00,WA,http://adamsmith.house.gov,202-225-8901,,HS,Representative from WA,400379,
Lamar,Smith,21,2015-01-03 00:00,,REP,1947-11-19 00:00,8884,M,https://www.govtrack.us/congress/members/lamar_smith/400381,LamarSmithTX21,lamarsmithtexas21,2013-01-03 00:00,TX,http://lamarsmith.house.gov,202-225-4236,,HS,Representative from TX,400381,
Christopher,Smith,4,2015-01-03 00:00,,REP,1953-03-04 00:00,6411,M,https://www.govtrack.us/congress/members/christopher_smith/400380,RepChrisSmith,USRepChrisSmith,2013-01-03 00:00,NJ,http://chrissmith.house.gov,202-225-3765,,HS,Representative from NJ,400380,
Louise,Slaughter,25,2015-01-03 00:00,,DEM,2029-08-14 00:00,1755,F,https://www.govtrack.us/congress/members/louise_slaughter/400378,LouiseSlaughter,louiseslaughter,2013-01-03 00:00,NY,http://www.louise.house.gov,202-225-3615,,HS,Representative from NY,400378,"B.S., University of Kentucky, Lexington, Ky.,1951
M.S., University of Kentucky, Lexington, Ky., 1953"
Michael,Simpson,2,2015-01-03 00:00,,REP,1950-09-08 00:00,57889,M,https://www.govtrack.us/congress/members/michael_simpson/400376,CongMikeSimpson,CongMikeSimpson,2013-01-03 00:00,ID,http://simpson.house.gov,202-225-5531,,HS,Representative from ID,400376,
John,Shimkus,15,2015-01-03 00:00,,REP,1958-02-21 00:00,30623,M,https://www.govtrack.us/congress/members/john_shimkus/400373,RepShimkus,repshimkus,2013-01-03 00:00,IL,http://shimkus.house.gov,202-225-5271,,HS,Representative from IL,400373,
Brad,Sherman,30,2015-01-03 00:00,,DEM,1954-10-24 00:00,45124,M,https://www.govtrack.us/congress/members/brad_sherman/400371,BradSherman,shermanca27,2013-01-03 00:00,CA,http://bradsherman.house.gov,202-225-5911,,HS,Representative from CA,400371,
Pete,Sessions,32,2015-01-03 00:00,,REP,1955-03-22 00:00,36807,M,https://www.govtrack.us/congress/members/pete_sessions/400367,PeteSessions,PeteSessions,2013-01-03 00:00,TX,http://sessions.house.gov,202-225-2231,,HS,Representative from TX,400367,
José,Serrano,15,2015-01-03 00:00,,DEM,1943-10-24 00:00,14306,M,https://www.govtrack.us/congress/members/jose_serrano/400366,RepJoseSerrano,0,2013-01-03 00:00,NY,http://serrano.house.gov,202-225-4361,,HS,Representative from NY,400366,"B.A., Lehman College, New York"
F.,Sensenbrenner,5,2015-01-03 00:00,,REP,1943-06-14 00:00,1507,M,https://www.govtrack.us/congress/members/james_sensenbrenner/400365,JimPressOffice,RepSensenbrenner,2013-01-03 00:00,WI,http://sensenbrenner.house.gov,202-225-5101,,HS,Representative from WI,400365,"A.B., Stanford University, Stanford, Calif., 1965
J.D., University of Wisconsin Law School, Madison, Wis., 1968"
Robert,Scott,3,2015-01-03 00:00,,DEM,1947-04-30 00:00,25888,M,https://www.govtrack.us/congress/members/robert_scott/400364,RepBobbyScott,repbobbyscott,2013-01-03 00:00,VA,http://www.bobbyscott.house.gov,202-225-8351,,HS,Representative from VA,400364,"A.B., Harvard University, Cambridge, Mass., 1969
J.D., Boston College School of Law, Boston, Mass., 1973"
David,Scott,13,2015-01-03 00:00,,DEM,1945-06-27 00:00,1003567,M,https://www.govtrack.us/congress/members/david_scott/400363,RepDavidScott,RepDavidScott,2013-01-03 00:00,GA,http://davidscott.house.gov,202-225-2939,,HS,Representative from GA,400363,
Adam,Schiff,28,2015-01-03 00:00,,DEM,1960-06-22 00:00,90167,M,https://www.govtrack.us/congress/members/adam_schiff/400361,RepAdamSchiff,adamschiff,2013-01-03 00:00,CA,http://schiff.house.gov,202-225-4176,,HS,Representative from CA,400361,"J.D., Harvard University, Cambridge, Mass., 1985"
Janice,Schakowsky,9,2015-01-03 00:00,,DEM,1944-05-26 00:00,57874,F,https://www.govtrack.us/congress/members/janice_schakowsky/400360,JanSchakowsky,repschakowsky,2013-01-03 00:00,IL,http://schakowsky.house.gov,202-225-2111,,HS,Representative from IL,400360,"B.S., University of Illinois, Urbana-Champaign, Ill., 1965"
Bernard,Sanders,,2019-01-03 00:00,,IND,1941-09-08 00:00,994,M,https://www.govtrack.us/congress/members/bernard_sanders/400357,SenSanders,senatorsanders,2013-01-03 00:00,VT,http://www.sanders.senate.gov,202-224-5141,junior,SN,Junior senator from VT,400357,
Loretta,Sanchez,46,2015-01-03 00:00,,DEM,1960-01-07 00:00,45639,F,https://www.govtrack.us/congress/members/loretta_sanchez/400356,LorettaSanchez,LorettaSanchezLive,2013-01-03 00:00,CA,http://lorettasanchez.house.gov,202-225-2965,,HS,Representative from CA,400356,"B.A., Chapman University, Orange, Calif., 1982
M.B.A., American University, Washington, D.C., 1984"
Linda,Sánchez,38,2015-01-03 00:00,,DEM,1969-01-28 00:00,1003554,F,https://www.govtrack.us/congress/members/linda_sanchez/400355,RepLindaSanchez,LindaTSanchez,2013-01-03 00:00,CA,http://lindasanchez.house.gov,202-225-6676,,HS,Representative from CA,400355,
Paul,Ryan,1,2015-01-03 00:00,,REP,1970-01-29 00:00,57970,M,https://www.govtrack.us/congress/members/paul_ryan/400351,RepPaulRyan,reppaulryan,2013-01-03 00:00,WI,http://paulryan.house.gov,202-225-3031,,HS,Representative from WI,400351,"B.A., Miami University, Oxford, Ohio, 1992"
Tim,Ryan,13,2015-01-03 00:00,,DEM,1973-07-16 00:00,1003608,M,https://www.govtrack.us/congress/members/tim_ryan/400352,RepTimRyan,timryanvision,2013-01-03 00:00,OH,http://timryan.house.gov,202-225-5261,,HS,Representative from OH,400352,
Bobby,Rush,1,2015-01-03 00:00,,DEM,1946-11-23 00:00,26127,M,https://www.govtrack.us/congress/members/bobby_rush/400350,RepBobbyRush,CongressmanRush,2013-01-03 00:00,IL,http://rush.house.gov,202-225-4372,,HS,Representative from IL,400350,
C.,Ruppersberger,2,2015-01-03 00:00,,DEM,1946-01-31 00:00,49155,M,https://www.govtrack.us/congress/members/a_dutch_ruppersberger/400349,Call_Me_Dutch,ruppersberger,2013-01-03 00:00,MD,http://ruppersberger.house.gov,202-225-3061,,HS,Representative from MD,400349,
Edward,Royce,39,2015-01-03 00:00,,REP,1951-10-12 00:00,28461,M,https://www.govtrack.us/congress/members/edward_royce/400348,RepEdRoyce,RepEdRoyce,2013-01-03 00:00,CA,http://royce.house.gov,202-225-4111,,HS,Representative from CA,400348,"B.A., California State University, Fullerton, Calif., 1977"
Lucille,Roybal-Allard,40,2015-01-03 00:00,,DEM,1941-06-12 00:00,26136,F,https://www.govtrack.us/congress/members/lucille_roybal_allard/400347,RepRoybalAllard,RepRoybalAllard,2013-01-03 00:00,CA,http://roybal-allard.house.gov,202-225-1766,,HS,Representative from CA,400347,"B.A., California State University, Los Angeles, Calif., 1965"
Ileana,Ros-Lehtinen,27,2015-01-03 00:00,,REP,1952-07-15 00:00,3206,F,https://www.govtrack.us/congress/members/ileana_ros_lehtinen/400344,RosLehtinen,IleanaRosLehtinen,2013-01-03 00:00,FL,http://ros-lehtinen.house.gov,202-225-3931,,HS,Representative from FL,400344,
Dana,Rohrabacher,48,2015-01-03 00:00,,REP,1947-06-21 00:00,5590,M,https://www.govtrack.us/congress/members/dana_rohrabacher/400343,0,0,2013-01-03 00:00,CA,http://rohrabacher.house.gov,202-225-2415,,HS,Representative from CA,400343,"B.A., California State University, Long Beach, Calif., 1969"
Mike,Rogers,8,2015-01-03 00:00,,REP,1963-06-02 00:00,86133,M,https://www.govtrack.us/congress/members/mike_rogers/400342,RepMikeRogers,RepMikeRogers,2013-01-03 00:00,MI,http://mikerogers.house.gov,202-225-4872,,HS,Representative from MI,400342,
Harold,Rogers,5,2015-01-03 00:00,,REP,1937-12-31 00:00,6739,M,https://www.govtrack.us/congress/members/harold_rogers/400340,RepHalRogers,RepHalRogers,2013-01-03 00:00,KY,http://halrogers.house.gov,202-225-4601,,HS,Representative from KY,400340,
Mike,Rogers,3,2015-01-03 00:00,,REP,1958-07-16 00:00,1014740,M,https://www.govtrack.us/congress/members/mike_rogers/400341,RepMikeRogersAL,MikeRogersAL03,2013-01-03 00:00,AL,http://mike-rogers.house.gov,202-225-3261,,HS,Representative from AL,400341,
Charles,Rangel,13,2015-01-03 00:00,,DEM,1930-06-11 00:00,1745,M,https://www.govtrack.us/congress/members/charles_rangel/400333,CBRangel,RepRangel,2013-01-03 00:00,NY,http://rangel.house.gov,202-225-4365,,HS,Representative from NY,400333,"B.S., New York University School of Commerce, Washington Square, N.Y., 1957"
Nick,Rahall,3,2015-01-03 00:00,,DEM,1949-05-20 00:00,8272,M,https://www.govtrack.us/congress/members/nick_rahall/400331,0,NRAHALLWV03,2013-01-03 00:00,WV,http://rahall.house.gov,202-225-3452,,HS,Representative from WV,400331,
David,Price,4,2015-01-03 00:00,,DEM,1940-08-17 00:00,6748,M,https://www.govtrack.us/congress/members/david_price/400326,RepDavidEPrice,RepDavidPrice,2013-01-03 00:00,NC,http://price.house.gov,202-225-1784,,HS,Representative from NC,400326,"B.A., University of North Carolina, Chapel Hill, N.C., 1961
B.D., Yale University, New Haven, Conn., 1964"
Joseph,Pitts,16,2015-01-03 00:00,,REP,1939-10-10 00:00,11706,M,https://www.govtrack.us/congress/members/joseph_pitts/400320,RepJoePitts,congressmanjoepitts,2013-01-03 00:00,PA,http://pitts.house.gov,202-225-2411,,HS,Representative from PA,400320,"B.A., Asbury College, Wilmore, Ky., 1961
M.Ed., West Chester University of Pennsylvania, West Chester, Pa., 1972"
Thomas,Petri,6,2015-01-03 00:00,,REP,1940-05-28 00:00,3190,M,https://www.govtrack.us/congress/members/thomas_petri/400318,0,TomPetri,2013-01-03 00:00,WI,http://petri.house.gov,202-225-2476,,HS,Representative from WI,400318,
Collin,Peterson,7,2015-01-03 00:00,,DEM,1944-06-29 00:00,23978,M,https://www.govtrack.us/congress/members/collin_peterson/400316,0,0,2013-01-03 00:00,MN,http://collinpeterson.house.gov,202-225-2165,,HS,Representative from MN,400316,"B.A., Moorhead State University, Moorhead, Minn., 1966"
Nancy,Pelosi,12,2015-01-03 00:00,Minority Leader,DEM,1940-03-26 00:00,6153,F,https://www.govtrack.us/congress/members/nancy_pelosi/400314,NancyPelosi,nancypelosi,2013-01-03 00:00,CA,http://pelosi.house.gov,202-225-4965,,HS,Representative from CA,400314,"A.B., Trinity College, 1962"
Stevan,Pearce,2,2015-01-03 00:00,,REP,1947-08-24 00:00,12063,M,https://www.govtrack.us/congress/members/stevan_pearce/400313,RepStevePearce,NMStevePearce,2013-01-03 00:00,NM,http://pearce.house.gov,202-225-2365,,HS,Representative from NM,400313,
Ed,Pastor,7,2015-01-03 00:00,,DEM,1943-06-28 00:00,20628,M,https://www.govtrack.us/congress/members/ed_pastor/400310,0,0,2013-01-03 00:00,AZ,http://www.pastor.house.gov,202-225-4065,,HS,Representative from AZ,400310,"B.A., Arizona State University, Tempe, Ariz., 1966
J.D., Arizona State College of Law, Tempe, Ariz., 1974"
Bill,Pascrell,9,2015-01-03 00:00,,DEM,1937-01-25 00:00,45543,M,https://www.govtrack.us/congress/members/bill_pascrell/400309,BillPascrell,RepPascrell,2013-01-03 00:00,NJ,http://pascrell.house.gov,202-225-5751,,HS,Representative from NJ,400309,
Frank,Pallone,6,2015-01-03 00:00,,DEM,1951-10-30 00:00,6107,M,https://www.govtrack.us/congress/members/frank_pallone/400308,FrankPallone,repfrankpallone,2013-01-03 00:00,NJ,http://pallone.house.gov,202-225-4671,,HS,Representative from NJ,400308,
Devin,Nunes,22,2015-01-03 00:00,,REP,1973-10-01 00:00,1003553,M,https://www.govtrack.us/congress/members/devin_nunes/400297,Rep_DevinNunes,RepDevinNunes,2013-01-03 00:00,CA,http://nunes.house.gov,202-225-2523,,HS,Representative from CA,400297,
Eleanor,Norton,,2015-01-03 00:00,,DEM,1937-06-13 00:00,882,F,https://www.govtrack.us/congress/members/eleanor_norton/400295,EleanorNorton,EleanorHNorton,2013-01-03 00:00,DC,http://norton.house.gov,202-225-8050,,HS,Representative from DC,400295,"B.A., Antioch College of Antioch University, Yellow Springs, Ohio, 1960
M.A., Yale University, New Haven, Conn., 1963"
Richard,Neal,1,2015-01-03 00:00,,DEM,1949-02-14 00:00,6103,M,https://www.govtrack.us/congress/members/richard_neal/400291,RepRichardNeal,RepRichardENeal,2013-01-03 00:00,MA,http://neal.house.gov,202-225-5601,,HS,Representative from MA,400291,
Grace,Napolitano,32,2015-01-03 00:00,,DEM,1936-12-04 00:00,57873,F,https://www.govtrack.us/congress/members/grace_napolitano/400290,GraceNapolitano,RepGraceNapolitano,2013-01-03 00:00,CA,http://napolitano.house.gov,202-225-5256,,HS,Representative from CA,400290,
Jerrold,Nadler,10,2015-01-03 00:00,,DEM,1947-06-13 00:00,26159,M,https://www.govtrack.us/congress/members/jerrold_nadler/400289,RepJerryNadler,congressmannadler,2013-01-03 00:00,NY,http://nadler.house.gov,202-225-5635,,HS,Representative from NY,400289,
Tim,Murphy,18,2015-01-03 00:00,,REP,1952-09-11 00:00,1003612,M,https://www.govtrack.us/congress/members/tim_murphy/400285,RepTimMurphy,TimMurphyPA18,2013-01-03 00:00,PA,http://murphy.house.gov,202-225-2301,,HS,Representative from PA,400285,"B.S., Wheeling Jesuit University, Wheeling, W.Va., 1974
M.S., Cleveland State University, Cleveland, Ohio, 1976"
James,Moran,8,2015-01-03 00:00,,DEM,1945-05-16 00:00,4269,M,https://www.govtrack.us/congress/members/james_moran/400283,Jim_Moran,RepJamesPMoran,2013-01-03 00:00,VA,http://moran.house.gov,202-225-4376,,HS,Representative from VA,400283,"B.A., College of the Holy Cross, Worcester, Mass., 1967
M.P.A., University of Pittsburgh, Pittsburgh, Pa., 1970"
Jeff,Miller,1,2015-01-03 00:00,,REP,1959-06-27 00:00,91615,M,https://www.govtrack.us/congress/members/jeff_miller/400279,0,RepJeffMiller,2013-01-03 00:00,FL,http://jeffmiller.house.gov,202-225-4136,,HS,Representative from FL,400279,
George,Miller,11,2015-01-03 00:00,,DEM,1945-05-17 00:00,622,M,https://www.govtrack.us/congress/members/george_miller/400278,AskGeorge,RepGeorgeMiller,2013-01-03 00:00,CA,http://georgemiller.house.gov,202-225-2095,,HS,Representative from CA,400278,
Gary,Miller,31,2015-01-03 00:00,,REP,1948-10-16 00:00,57888,M,https://www.govtrack.us/congress/members/gary_miller/400277,RepGaryMiller,GaryGMiller,2013-01-03 00:00,CA,http://garymiller.house.gov,202-225-3201,,HS,Representative from CA,400277,
Candice,Miller,10,2015-01-03 00:00,,REP,1954-05-07 00:00,1003594,F,https://www.govtrack.us/congress/members/candice_miller/400276,CandiceMiller,candicemi10,2013-01-03 00:00,MI,http://candicemiller.house.gov,202-225-2106,,HS,Representative from MI,400276,
Michael,Michaud,2,2015-01-03 00:00,,DEM,1955-01-18 00:00,1003591,M,https://www.govtrack.us/congress/members/michael_michaud/400274,RepMikeMichaud,repmikemichaud,2013-01-03 00:00,ME,http://michaud.house.gov,202-225-6306,,HS,Representative from ME,400274,
John,Mica,7,2015-01-03 00:00,,REP,1943-01-27 00:00,26395,M,https://www.govtrack.us/congress/members/john_mica/400273,0,RepJohnMica,2013-01-03 00:00,FL,http://mica.house.gov,202-225-4035,,HS,Representative from FL,400273,"B.A., University of Florida, Gainesville, Fla., 1967"
Robert,Menéndez,,2019-01-03 00:00,,DEM,1954-01-01 00:00,29608,M,https://www.govtrack.us/congress/members/robert_menendez/400272,SenatorMenendez,SenatorMenendezNJ,2013-01-03 00:00,NJ,http://menendez.senate.gov,202-224-4744,senior,SN,Senior senator from NJ,400272,
Gregory,Meeks,5,2015-01-03 00:00,,DEM,1953-09-25 00:00,53469,M,https://www.govtrack.us/congress/members/gregory_meeks/400271,GregoryMeeks,gwmeeks,2013-01-03 00:00,NY,http://meeks.house.gov,202-225-3461,,HS,Representative from NY,400271,"B.A., Adelphi University, Garden City, N.Y., 1975
J.D., Howard University, Washington, D.C., 1978"
Howard,McKeon,25,2015-01-03 00:00,,REP,1938-09-09 00:00,26483,M,https://www.govtrack.us/congress/members/howard_mckeon/400267,BuckMcKeon,BuckMcKeon,2013-01-03 00:00,CA,http://mckeon.house.gov,202-225-1956,,HS,Representative from CA,400267,
Mike,McIntyre,7,2015-01-03 00:00,,DEM,1956-08-06 00:00,45960,M,https://www.govtrack.us/congress/members/mike_mcintyre/400266,RepMikeMcIntyre,RepMikeMcIntyre,2013-01-03 00:00,NC,http://mcintyre.house.gov,202-225-2731,,HS,Representative from NC,400266,"B.A., University of North Carolina, Chapel Hill, N.C., 1978
J.D., University of North Carolina, Chapel Hill, N.C., 1981"
James,McGovern,2,2015-01-03 00:00,,DEM,1959-11-20 00:00,45976,M,https://www.govtrack.us/congress/members/james_mcgovern/400263,RepMcGovern,repjimmcgovern,2013-01-03 00:00,MA,http://mcgovern.house.gov,202-225-6101,,HS,Representative from MA,400263,"B.A., American University, Washington, D.C., 1981
M.P.A., American University, Washington, D.C., 1984"
Jim,McDermott,7,2015-01-03 00:00,,DEM,1936-12-28 00:00,5761,M,https://www.govtrack.us/congress/members/jim_mcdermott/400262,RepJimMcDermott,RepJimMcDermott,2013-01-03 00:00,WA,http://mcdermott.house.gov,202-225-3106,,HS,Representative from WA,400262,
Betty,McCollum,4,2015-01-03 00:00,,DEM,1954-07-12 00:00,86670,F,https://www.govtrack.us/congress/members/betty_mccollum/400259,BettyMcCollum04,0,2013-01-03 00:00,MN,http://mccollum.house.gov,202-225-6631,,HS,Representative from MN,400259,
